Topic,Count,Name,Representation,Representative_Docs,Total_Likes,Average_Likes
61,79,61_posted_art_spore_nilah,"['posted', 'art', 'spore', 'nilah', 'artwork', 'my', 'miss', 'organized', 'view', 'logs']","[""Don't want to miss any of Log's artwork? Follow this feed and get it all!\n\nGrabs #logarts (personal work) and #logmedia (commission / professional work) posts and puts them all in a feed just for you.\n(It'll only take posts from my own account. so don't worry - no imposter Logs invading your feed!)"", ""Ramone Kemono's bara bathhouse feed! This is where I post all my art and creations, as well as updates on my currently developing Spore mod!\n\nFollow for concept art, advanced Spore creations and effect projects uwu"", 'recognises #arthelp, #artadvice, #artcritique, #CCwanted\n\nbe kind and constructive when giving feedback, and be mature when receiving it. Ignore bad feedback, appreciate good feedback.']",421,5.33
62,78,62_furry_furrylist_furries_furryart,"['furry', 'furrylist', 'furries', 'furryart', 'join', 'following', 'boobs', 'feeds', 'fursuit', 'nudes']","['Furry\nHottest posts by furries with #furryart and marked NSFW.\n\nJoin the furry feeds by following @furryli.st', 'Furry\nPosts by furries with #furryart. Contains a mix of SFW and NSFW content.\n\nJoin the furry feeds by following @furryli.st', 'Furry\nPosts by furries with #furryart and marked NSFW.\n\nJoin the furry feeds by following @furryli.st']",20409,261.65
63,77,63_narrative_tolkiens_death_fallout,"['narrative', 'tolkiens', 'death', 'fallout', 'fantasy', 'tolkien', 'fiction', 'jrr', '3share', 'stories']","['You life, your true story. This is a feed to tell true personal narrative stories from your life. Use hashtags #narrativestorytelling #truestory #lifestory #storyteller', 'Alternatively known as Luminous Gas Hostilities, Star Engagements, Celebrity Feuds, Shuriken Wars, or Fusion Ball Quarrels.  Use ""I love the Republic"" or ""1 quarter portion"" to get into the feed.  Be very patient and you will not be rewarded.', ""For fans of JRR Tolkien's epic fantasy series The Lord of the Rings and associated works. Work in progress, but currently tracking top hashtags and keywords associated with Tolkien's work, including #tolkien, #lotr, #lordoftherings, #tolkienart, #tolkientuesday etc.""]",1260,16.36
64,76,64_ship_aiyoku_boys_ships,"['ship', 'aiyoku', 'boys', 'ships', 'namjin', 'kiryu', 'johnny', 'mactavish', 'akizuki', 'aiyokus']","['Transformers Feed consisting of posts with all the Bumblebee ships (Atleast all that I can think of).\n\nIf a recent ship post of Bee with their ship name as a tag does not show up here, please let me know. So that I can add the ship in the tag section! 💛\n\nBeware, this feed may contain ADULT THEMES.', 'Feed for all things Namjin, SFW and NSFW. To be included, use one of these tags: #namjin, #namjinfanart, #namjinfic, #namjinficrecs, #namjinfest. Excludes other ship tags. Mod: @arrowana.bsky.social', 'Feed just for links to Namjin fics. Includes SFW and NSFW. Posts must contain an AO3 url and one of these tags: #namjin, #namjinfic, #namjinficrecs, #namjinfest. Excludes other ship tags. Mod: @arrowana.bsky.social']",689,9.07
65,75,65_posted_coloring_bluesky_mis,"['posted', 'coloring', 'bluesky', 'mis', 'ive', 'recopilacin', 'trabajos', 'dismalia', 'publicadas', 'ilustraciones']","['My Works ✨ Mis trabajos\nCompilation of my illustrations published in Bluesky  ♫\nRecopilación de mis ilustraciones publicadas en Bluesky ♫', 'My Works ✨ Mis trabajos\nCompilation of my illustrations published in Bluesky  ♫ \nRecopilación de mis ilustraciones publicadas en Bluesky ♫\n2.0', 'My art, posted here on Bluesky~']",156,2.08
66,74,66_witchsky_tarotsky_tarot_wars,"['witchsky', 'tarotsky', 'tarot', 'wars', 'star', 'witchcraft', 'occultsky', 'spiritsky', 'esotericsky', 'pagansky']","['WitchSky & TarotSky posts without attached images. Uses /witchsky, #witchsky, /tarotsky, #tarotsky, #occultsky, #spiritsky, #esotericsky, #pagansky.', 'WitchSky & TarotSky image posts that have alt text. Uses /witchsky, #witchsky, /tarotsky, #tarotsky, #occultsky, #spiritsky, #esotericsky, #pagansky.', 'Welcome to #WitchSky, for posts related to witchcraft, occultism, paganism, spirituality, etc.\nUse /witchsky, #witchsky, #occultsky, #spiritsky, #esotericsky or #pagansky for your post to be added! (See the #TarotSky feed for all things tarot!)']",2717,36.72
67,74,67_palestine_gaza_israel_palestinian,"['palestine', 'gaza', 'israel', 'palestinian', 'lebanon', 'suspicious', 'genocide', 'israeli', 'humanrights', 'conflict']","[""Gathering of all BTS fan accounts' posts with the liberation of Palestine as an aim.\r\n\r\nTo join this feed, you only need to use #ARMY4Palestine.\r\n\r\nPlease report any suspicious activity to @bagbs.bsky.social.\r\n\r\n#Palestine #Gaza #HumanRights #BTS #BTSARMY\n\nBlueskyFeedCreator.com"", ""Gathering of all BTS fan accounts' posts with the liberation of Palestine as an aim.\n\nTo join this feed, you only need to use #ARMY4Palestine.\n\nPlease report any suspicious activity to @bagbs.bsky.social.\n\n#Palestine #Gaza #HumanRights #BTS #BTSARMY"", 'This feed is about news from Palestine including Gaza.']",1081,14.61
68,73,68_commissions_commission_done_ychs,"['commissions', 'commission', 'done', 'ychs', 'info', 'prices', 'ive', 'open', 'examples', 'finished']","['To see all my commissions!', 'Posts with commissions', 'All my Commissions!']",165,2.26
69,73,69_anime_manga_bl_yaoi,"['anime', 'manga', 'bl', 'yaoi', 'danmei', 'yaoisky', 'iwatobi', 'matsuoka', 'tsunoda', 'rin']","[""In this feed you would be able to find Anime and Manga news in english. You won't be able to find NSFW content.\nIf there is any problem, like something not related to Anime and Manga news, please let me know by DM.\n🇬🇧"", 'Feed of Anime and Manga fandom Keywords in English in chronological order.', 'A feed of posts about anime and manga']",10674,146.22
70,72,70_tuesday_commonly_homepage_wednesday,"['tuesday', 'commonly', 'homepage', 'wednesday', 'themed', 'nice', 'day', 'used', 'friday', 'httpsbskyappprofileclarebrydenbskysocialpost3lbx5yoeozs2p']","['Posts with Thursday themed hashtags commonly used for nice photos. Currently #InsectThursday #Thursgate #ADoorableThursday #Threesday #TallTreeThursday #BridgesThursday #IronworkThursday #ThursJay #OrchidThursday #ThursdayBins #ThursdayChairs\r\n(HumansOfBluesky and UrbanGaze not included)', 'Posts with Tuesday themed hashtags commonly used for nice photos. Currently #RockinTuesday #ThickTrunkTuesday #TulipTuesday #TidesOutTuesday #TagTuesday #TextureTuesday #Twosday #TombstoneTuesday', ""Posts with Friday themed hashtags commonly used for nice photos. Currently #FlowersOnFriday #FlowerFriday #FloralFriday #FungiFriday #FacadeFriday #FootpathFriday #ForestFriday #FingerpostFriday #PharosFriday #FerrousFriday #FeatheredFriday #FlyDay\r\n(Friday #scape is not included, it's too big.)""]",678,9.42
71,71,71_vtuber_vtubers_emojis_emoji,"['vtuber', 'vtubers', 'emojis', 'emoji', 'nsfwinsectsspiders', 'bugtuber', 'juliarty', 'a2m', 'heckacentipedebskysocial', 'json']","[""Add 'vtuber' or #vtuber to your post to be featured here! (Last 7 days, randomized)"", 'Feed for all my Vtuber and related activities, including art of my Vtuber! :)', 'VTuber editors & the VTubers they follow in a (attempted) concise VTuber Video feed! Are you a VTuber editor? Let me know!']",4165,58.66
72,71,72_raffle_commissions_trades_commissioned,"['raffle', 'commissions', 'trades', 'commissioned', 'album', 'marquer', 'commission', 'gift', 'artwork', 'art']","['any artwork created by Marquer done for others - this includes commissions, monthly/membership rewards, art trades, and gift art', 'any art created FOR Marquer that is not drawn by him - this includes commissions he ordered, art trades, gift art, etc.', ""done of my OC's!\nCommissions, Collabs, Art Trades, Raffle Prizes, etc\n\nicon is by errezurera.bsky.social""]",266,3.75
73,71,73_space_mac_rocket_archaeology,"['space', 'mac', 'rocket', 'archaeology', 'lab', 'historical', 'archaeological', 'station', 'complexity', 'nasa']","['All things Rocket Lab', 'A feed about macOS, using Mac computers, Mac tricks, Mac tips, Mac techniques, things that will increase productivity while using Macs, Mac-related news and rumors, Mac app recommendations, observations about using a Mac.', 'Space skeets. Picks up on mentions of spacecraft, space station, spaceflight, NASA, SpaceX, Blue Origin, ArianeSpace, Firefly, Stoke Space, Rocket Lab, Relativity Space, ULA, Atlas V, Falcon 9, Long March, Tianlong, Zhuque, Vulcan Centuar, Orbex and more.']",668,9.41
74,70,74_sims_sim_family_gameplay,"['sims', 'sim', 'family', 'gameplay', 'gen', 'legacy', 'challenge', 'berry', 'generation', 'save']","[""Stay updated with The Sims community's latest news & game updates!"", 'Sims 4 gameplay, sometimes BTS sims and sometimes not~', 'Catch all feed for The Sims / The Sims 4.']",1104,15.77
75,70,75_twitch_stream_streams_schedules,"['twitch', 'stream', 'streams', 'schedules', 'live', 'livestream', 'clips', 'streamers', 'streaming', 'youtube']","[""Everything related to Marcy's Twitch stream!"", 'Twitch stream related feed', 'Twitch Feed']",847,12.1
76,69,76_reposts_replies_repost_quote,"['reposts', 'replies', 'repost', 'quote', 'without', 'does', 'no', 'languages', 'bedescarlets', 'removing']","['Only posts. No reposts or replies.', 'Only my Posts & Replies, no Reposts', 'My posts (no replies or reposts)']",8406,121.83
77,69,77_podcast_podcasts_podcasting_podcasters,"['podcast', 'podcasts', 'podcasting', 'podcasters', 'episodes', 'listen', 'ravers', 'pivot', 'episode', 'hosts']","['Mentions of the word podcast by journalists I follow', ""If you're looking for the latest updates and episodes from the Life at the Sharp End podcast in a single place, you can find them in this feed.\n\nSubscribe to the podcast at your favourite podcast provider, or at priceperrott.com/podcast"", ""Posts with links to podcast sites or 'podcast' in the text""]",496,7.19
78,69,78_testing_test_graze_rumbleverse,"['testing', 'test', 'graze', 'rumbleverse', 'first', 'forthcoming', 'bm', 'dllittlemonsters', '117', 'bananatest']","['testing a feed', 'Testing feed', 'testing feed']",45,0.65
79,67,79_place_goes_one_art,"['place', 'goes', 'one', 'art', 'my', 'tidy', 'where', 'spot', 'dump', 'neat']","['All my art in one place', '✨ My art all in one place ✨', 'All my art in one place~ ✨']",132,1.97
80,67,80_conference_business_mutual_aid,"['conference', 'business', 'mutual', 'aid', 'start', 'founders', 'effective', 'keto', 'businessplanningguide', 'businessplan']","['Find resources to help you plan and start your business using #businessplanning #businessplan #businessplanningguide #businessguide #startupguide. \nCurated by Empowered Start Business Guide (www.empoweredstartbusinessguide.com).', 'Find resources to help you plan and start your business using #businessplanning #businessplan #businessplanningguide #businessguide #startupguide. \nCurated by Empowered Start Business Guide (www.empoweredstartbusinessguide.com).', 'Find resources to help you plan and start your business using #businessplanning #businessplan #businessplanningguide #businessguide #startupguide. \nCurated by Empowered Start Business Guide (www.empoweredstartbusinessguide.com).']",718,10.72
81,66,81_photography_photographers_photo_photos,"['photography', 'photographers', 'photo', 'photos', 'metro', 'sooc', 'photographs', 'landscape', 'speed', 'fstop']","['Feed with my photography posts.', 'Feed for my photography', 'Photography feed using hashtags.\n\nPost to the feed with: #photography #photo']",574,8.7
82,66,82_regex_zines_zine_zinesters,"['regex', 'zines', 'zine', 'zinesters', 'pcb', 'pvz', 'riddle', 'regexpost', 'equals', 'riddles']","['Feed for One Piece Zines!', 'A feed for zinesters + any zines with a DIY spirit. Uses the following terms: DIYzine/DIYzines/perzine\n\nThis feed is not for fan anthologies / art books (eg zines with a formal application process and a huge budget) - all other zines are welcome.', 'A feed for any and all zines and zinesters on Bluesky! Keep drawing, writing, creating, designing, playing, expressing, and making zines!\n\nUse ""📒🦋"" or ""zine"" to be included.\n\nzines | zine | zinester | zinesters | art | zine-making | fandom | fanzine | magazine | publish | distro | publish | book']",490,7.42
83,66,83_film_movie_cinema_movies,"['film', 'movie', 'cinema', 'movies', 'filmsky', 'films', 'reviews', 'letterboxd', 'trailers', 'filmmaking']","['about film', ""A better movies feed for film lovers! Filmsky posts, movie news & reviews, trailers, Letterboxd chatter — it’s all here.\r\n\r\nTo publish to it use the film projector emoji 📽️\r\n\r\nDon't forget to ❤️ this feed!"", 'A feed of everything movie, cinema and film related (in English)']",10518,159.36
84,65,84_realgirls_kinky_boobs_chubby,"['realgirls', 'kinky', 'boobs', 'chubby', 'tits', 'kink', 'bdsmbabesbskysocial', 'titties', 'kinksky', 'boob']","['⛓Kinky feed that pulls from: #KinkSky #Kinky #Kink #KinkCommunity #Taboo\n\nEveryone on BlueSky is included here if they use the tags. \nFor a verified KinkSky Feed, go to @BDSM-Babes.bsky.social ✓', 'BOOBS BOOBS AND MORE BOOBS\r\n\r\nr u a lover of big titties? an ogler of massive booba? a mommy milker connoisseur? \r\n\r\nscroll through this feed to see all the massive tits ur heart desires ♡\r\n\r\n˃˃ creators! use #mommymilkers| massive titties to be featured', 'boooooooobs aka titties tiddies tatas tiny tits huge tits boobies booba boobas boob big jugs mommy milkers nipples nipple breast breasts cleavage melons knockers bewbs badonkers\r\n\r\nAge verified adult creators only\r\n\r\n(To be featured- babesky.com/request to be verified. Then use #boobs on relevant posts)']",5991,92.17
85,64,85_dark_romance_spooky_dungeons,"['dark', 'romance', 'spooky', 'dungeons', 'halloween', 'sapphic', 'spicy', 'spartan', 'dragons', 'horror']","['Reader reviews of their latest dark romance or spicy romance read. Use #darkromancereview or #spicyromancereview hashtags.', 'A curated list of book recommendations that are spicy. Romantasy, romance, dark romance—all included! Use #spicybooks to add to it.', 'A place to for dark romance authors and fans to gush over our naughty stories. Keywords: dark romance,  spicy romance, forbidden romance, taboo romance, spicyromance, forbiddenromance, tabooromance, darkromance,']",2369,37.02
86,63,86_yohanplumbskysocial_eileen4everbskysocials_jareddillonbskysocial_spectreskullbskysocial,"['yohanplumbskysocial', 'eileen4everbskysocials', 'jareddillonbskysocial', 'spectreskullbskysocial', 'popular', 'brought', 'brielikethechessebskysocial', 'again2dviewbskysocial', 'cultureshipname', 'chuckedahlbskysocial']","['Lewis Hamilton Ferrari\n\n@ferraribrasil.bsky.social\n#ScuderiaFerrariBR', ""An attempt to curate @solomonmissouri.bsky.social's feed, identifying his most popular longform threads. Experimental."", 'looks like he brought a bag lunch, smart.\n\nbased on the legendary \u202a@bakoon.bsky.social\u202c post']",251,3.98
87,63,87_things_dune_folklore_fairytales,"['things', 'dune', 'folklore', 'fairytales', 'yutainu', 'ottoge', 'ottg', 'inuokko', 'inok', 'suzuki']","['This curated feed aggregates posts about fairy tales - both traditional and contemporary adaptations - from all over the world. Use the following hashtags for automatic inclusion: #fairytale, #fairytales', 'A feed to catch inuokko/ottoge content! 🍙💍\n\nThis feed will pull any post mentioning: \ninuokko, ottoge, yutainu, inok, ottg, 乙棘, ยูตะอินุ, #inuokko, #ottoge, #yutainu , #inok, #ottg , #乙棘, #ยูตะอินุ', 'This feed aggregates posts about folklore. Use these hashtags for automatic inclusion: #folklore, #myths, #legends, #fairytales, #fables, #ballads, #talltales, #rituals, #ghostlore, #folkcustom, #materialculture, #worklore, #familylore, #childlore #folkmusic, #folksong']",704,11.17
